ItemCode,ItemName,PrimaryUnit,ExtraUnit,ExtraBarcode,ExtraPrice
"1001000051","TROPICANA SLIM SWEETENER LOW CALORIE 25PCS","PCS","CTN","2007000405505","234.6"
"1001000052","TROPICANA SLIM SWEETENER L\C 50PCS","PCS","CTN","2007000405512","465.75"
"1001000053","TROPICANA SLIM SWEETENER ZERO CALORIE 50PCS","PCS","CTN","2007000405529","618.700115"
"1001000075","STEVIANA SWEETNER 125GR","PCS","CTN","2009000448414","333.5"
"1001000077","TROPICANA SLIM SWEETNER LOW CALORIE 100PCS","PCS","CTN","2009000448858","382.375"
"1001000078","TROPICANA SLIM SWEETNER ZERO CALORIE 250GR","PCS","CTN","2009000448865","389.5625"
"1001000084","HONEYMOON S/FREE ORGANIC SYRUP 250G","PCS","CTN","2011011021418","350.6925"
"1001000085","TROPICANA SLIM DIET TABLETS 100 TAB","PCS","CTN","2011011030298","501.40000000000003"
"1001000086","TROPICANA SLIM DIET TABLETS 300 TAB","PCS","CTN","2011011030304","1483.5"
"1001000092","TROPICANA SLIM SUGAR FREE COOKIES VANILLA 20GM","PCS","OUT","749921060747","43.125"
"1001000093","TROPICANA SLIM SUGAR FREE CHOCOLATE COOKIES 20GM","PCS","CTN","749921060730","42.8375"
"1007000003","TROPICANA SLIM CAFE LATTE SUGAR FREE 10PCS","PCS","CTN","2007000405536","212.75"
"1007000004","TROPICANA SLIM CAPPUCCINO SUGAR FREE 8PCS","PCS","CTN","2007000405543","212.75"
"1007000005","TROPICANA SLIM MOCHA SUGAR FREE 8PCS","PCS","CTN","2007000405550","212.75"
"1007000007","TROPICANA SLIM CALIFORNIAN ORANGE SUGAR FREE 10PCS","PCS","CTN","2007000405574","213.61249999999998"
"1401000192","LIPTON GREEN TEA BAGS 25X2G","PCS","CTN","06281006703612","173.64942500000004"
"1401000192","LIPTON GREEN TEA BAGS 25X2G","PCS","CTN","06281006709850","173.64942500000004"
"1401000193","LIPTON GREEN TEA BAGS 100X2GR","PCS","CTN","06281006709935","437.575115"
"1401000202","AL WAZAH GREEN TEA BAGS 100BAG","PCS","CTN","2004000184881","409.97499999999997"
"1401000203","AL WAZAH TEA-BOP NAAM 454GR","PCS","CTN","2004000185093","1144.25"
"1401000204","AL WAZAH TEA FBOP KISHAN 500GR","PCS","CTN","2004000185109","635.0875"
"1401000205","AL WAZAH TEA BAGS 100BAG","PCS","CTN","2004000162131","552"
"1401000206","AL WAZAH TEA-GREEN (TIN) 225 GR","PCS","CTN","2004000185123","488.4625"
"1401000207","AL WAZAH TEA-FBOP KISHAN (TIN) 400 GR","PCS","CTN","2004000185130","881.9925000000001"
"1401000208","AL WAZAH TEA-FBOP KISHAN 2 KG","PCS","CTN","2004000185147","987.85"
"1401000209","AL WAZAH TEA-BOP NAAM 908 GR","PCS","CTN","2004000185161","1099.1125"
"1401000210","AL WAZAH TEA FBOP KISHAN 1 KG","PCS","CTN","2004000185178","1009.6425"
"1401000211","AL WAZAH TEA CARDAMOM FLAVOR 500 GR","PCS","CTN","2004000185185","787.175"
"1401000212","B.BOND RED LABEL POWDER 200GR","PCS","CTN","6281006856448","468.625"
"1401000213","B.BOND RED LABEL 400GR","PCS","OFFER","6281006854734","25.3"
"1401000213","B.BOND RED LABEL 400GR","PCS","CTN","6281006856462","646.875"
"1401000214","B.BOND TEA BAG 100BAG","PCS","CTN","06281006701823","778.4925000000001"
"1401000215","B.BOND RED LABEL POWDER 800GR","PCS","CTN","6281006856509","406.92750000000007"
"1401000216","B.BOND TEA BAGS 50BAG","PCS","CTN","06281006701854","80.5"
"1401000217","B.BOND RED LABEL 1600GR","PCS","CTN","06281006700727","552"
"1401000217","B.BOND RED LABEL 1600GR","PCS","CTN","6281006856547","552"
"1401000224","LEON TEA JAR 900 GR","PCS","CTN","2004000077022","484.09250000000003"
"1401000226","LEON TEA - (JAR) 225GR","PCS","CTN","2004000243250","280.600115"
"1401000229","LEON TEA - (JAR) 450 GR","PCS","CTN","2004000280613","258.75"
"1401000230","LEON TEA PACKET 450 GR","PCS","CTN","2011011028233","392.15000000000003"
"1401000231","LEON TEA -POWDER 900 GR","PCS","CTN","2004000304043","378.29249999999996"
"1401000232","LIPTON TEA 50BAG","PCS","CTN","06281006701946","182.275"
"1401000235","LIPTON TEA 25BAG","PCS","CTN","06281006701960","236.03750000000002"
"1401000237","LIPTON TEA 24X150BAG","PCS","CTN","06281006701922","782"
"1401000237","LIPTON TEA 24X150BAG","PCS","CTN","06281006705845","782"
"1401000238","LIPTON TEA 200BAG","PCS","CTN","06281006701915","565.8"
"1401000239","LIPTON TEA PACKET 200GR","PCS","CTN","06281006701717","814.2"
"1401000239","LIPTON TEA PACKET 200GR","PCS","CTN","6281006856363","814.2"
"1401000240","LIPTON TEA PACKET 400GR","PCS","OFFER","6281006853997","28.75"
"1401000240","LIPTON TEA PACKET 400GR","PCS","OFFER","8720608616688","28.75"
"1401000240","LIPTON TEA PACKET 400GR","PCS","CTN","6281006856387","760.725"
"1401000241","LIPTON TEA LO0SE 800GR","PCS","OFFER","5063305003386","32.2"
"1401000241","LIPTON TEA LO0SE 800GR","PCS","OFFER","5063305006264","32.2"
"1401000241","LIPTON TEA LO0SE 800GR","PCS","OFFER","6281006853973","32.2"
"1401000241","LIPTON TEA LO0SE 800GR","PCS","CTN","6281006856400","721.9125"
"1401000242","LIPTON TEA LOOSE 1600GR","PCS","CTN","06281006701748","474.375"
"1401000242","LIPTON TEA LOOSE 1600GR","PCS","CTN","06281006852037","474.375"
"1401000242","LIPTON TEA LOOSE 1600GR","PCS","CTN","6281006856424","474.375"
"1401000269","RABEA EXPRESS TEA 25BAG","PCS","CTN","2005000346057","151.8"
"1401000271","RABEA EXPRESS TEA 100+20 F","PCS","OFFER","6281013232136","18.3425"
"1401000271","RABEA EXPRESS TEA 100+20 F","PCS","CTN","2005000346071","440.45"
"1401000283","AHMAD ENGLISH BREAKFAST LOOSE TEA 500GM","PCS","CTN","2015011052441","995.9"
"1401000301","LIPTON GREEN TEA MINT 25BAG","PCS","CTN","06281006705968","437"
"1401000301","LIPTON GREEN TEA MINT 25BAG","PCS","CTN","06281006709881","437"
"1401000301","LIPTON GREEN TEA MINT 25BAG","PCS","CTN","2006000364461","437"
"1401000302","LIPTON GREEN TEA MINT 100BAG","PCS","CTN","2006000364478","309.0625"
"1401000315","SOCIETY TEA JAR 225 GR","PCS","CTN","2004000223603","586.5"
"1401000316","SOCIETY TEA JAR 450 GR","PCS","CTN","2004000155171","577.0125"
"1401000317","SOCIETY TEA JAR 900 GR","PCS","CTN","2004000223610","722.775"
"1401000318","SOCIETY TEA JAR 1.8 KG","PCS","CTN","2004000223627","506.00000000000006"
"1401000332","SAFA HIBISCUS TEA BAGS 25PCS","PCS","CTN","2004000166085","302.45"
"1401000337","SAFA LEMON TEA 25BAG","PCS","CTN","2004000166146","223.3875"
"1401000338","SAFA MINT TEA BAG 25BAG","PCS","CTN","2004000157595","265.65000000000003"
"1401000339","SAFA BABUNAGE 25BAG","PCS","CTN","2004000166160","289.8"
"1401000340","SAFA THYME TEA BAG ZAATAR 25GR","PCS","CTN","2004000218579","303.542615"
"1401000382","ALOKOZAY TEA BAGES 50BAG","PCS","CTN","2007000403839","289.225"
"1401000383","ALOKOZAY TEA BAGES 100BAG","PCS","CTN","2007000403846","444.36"
"1401000384","ALOKOZAY LOOSE TEA 210GR","PCS","CTN","2007000403853","511.75"
"1401000385","ALOKOZAY LOOSE TEA 420GR","PCS","CTN","2007000403860","493.35"
"1401000386","ALOKOZAY E/GRAY TEA 25BAG","PCS","CTN","2007000403877","370.875"
"1401000388","ALOKOZAY GREEN TEA 225GR","PCS","CTN","2007000403891","370.3"
"1401000395","MAHAMOOD TEA 100BAG","PCS","CTN","2008000420468","205.85"
"1401000396","MAHAMOOD TEA EARLY GRAY 100BAG","PCS","CTN","2008000420475","204.70000000000002"
"1401000397","MAHAMOOD TEA C\MOM 100BAG","PCS","CTN","2008000420482","205.85"
"1401000398","MAHAMOOD BLACK TEA 500GR","PCS","CTN","2008000420499","495.41919499999995"
"1401000399","MAHAMOOD TEA EARLY GRAY 500GR","PCS","CTN","2008000420505","510.59988500000003"
"1401000400","MAHAMOOD TEA CARDAMOM 500GR","PCS","CTN","2008000420512","527.848965"
"1401000401","MAHAMOOD GREEN TEA 25BAG","PCS","CTN","2008000420529","156.4"
"1401000404","ALOKOZAY TEA 200BAG","PCS","CTN","2008000426736","327.75"
"1401000405","ALOKOZAY TEA 850GR","PCS","CTN","2008000426743","577.5875"
"1401000407","ALOKOZAY GREEN TEA 25BAG","PCS","CTN","2008000426767","370.875"
"1401000408","LIPTON LATTE CARAMEL 16X7X25.8GR","PCS","OUT","6281006850231","23.2875"
"1401000408","LIPTON LATTE CARAMEL 16X7X25.8GR","PCS","OUT","8901030083372","23.2875"
"1401000423","YELLOW LIPTON LABLE TEA 400GM","PCS","OFFER","5063305006981","43.4125"
"1401000423","YELLOW LIPTON LABLE TEA 400GM","PCS","CTN","2009000441798","348.45"
"1401000426","LIPTON CAMOMILE TEA 20BAG","PCS","CTN","2009000441828","184.000115"
"1401000427","LIPTON HIBISCUS TEA 20BAG","PCS","CTN","2009000441835","291.8125"
"1401000431","LIPTON ROSEHIP PEACH 20X2.35G","PCS","CTN","2009000008403","164.45"
"1401000444","RABEA TEA LONG LEAF 200GR","PCS","CTN","2010198007451","259.61249999999995"
"1401000445","RABEA GREAN TEA MINT 25BAG","PCS","CTN","2010198007468","153.812615"
"1401000446","RABEA GREAN TEA 100BAG","PCS","CTN","2010198007475","246.09942500000002"
"1401000451","RED LEAF TEA POWDER 225GM","PCS","CTN","2010198009103","308.20000000000005"
"1401000452","RED LEAF TEA POWDER 450GM","PCS","CTN","2010198009110","301.875"
"1401000454","LIPTON LEMON MINT TEA 15X2.1G","PCS","CTN","2010198010826","165.6"
"1401000455","LIPTON LEMON GINGER TEA 15X2.1G","PCS","CTN","2010198010833","166.75"
"1401000457","LIPTON PEACH MANGO TEA 15X1.8G","PCS","CTN","2010198010857","166.75"
"1401000459","LIPTON FOREST FRUIT TEA 15X1.7G","PCS","CTN","2010198010871","166.75"
"1401000466","LIPTON C/L CHOCOLATE 26.2G","PCS","OUT","8901030083402","14.374080000000001"
"1401000467","LIPTON LATTE CLASSIC 25.7G","PCS","OUT","6281006854840","23.2875"
"1401000467","LIPTON LATTE CLASSIC 25.7G","PCS","OUT","8901030083341","23.2875"
"1401000470","LIPTON GREEN TEA APPLE 25BAG","PCS","CTN","2011011025089","185.72442500000002"
"1401000471","LIPTON GREEN TEA BAG APPLE 100BAG","PCS","CTN","2011011025096","304.75011499999994"
"1401000498","ALOKOZAY GREEN TEA 100BAG","PCS","CTN","2013011044923","891.25"
"1401000499","ALOKOZAY MINT TEA 25BAG","PCS","CTN","2013011044930","370.875"
"1401000500","ALOKOZAY LEMON TEA 25BAG","PCS","CTN","2013011044947","370.875"
"1401000501","ALOKOZAY CARDAMOM TEA 25BAG","PCS","CTN","2013011044954","370.875"
"1401000502","ALOKOZAY MOROCCAN TEA 25BAG","PCS","CTN","2013011044961","370.875"
"1401000548","AHMAD ENGLISH B/F TANGLESS TEA 100 BAG","PCS","CTN","2015011052427","195.61499999999998"
"1401000549","AHMAD ENGLISH BREAKFAST TEA 25 BAG","PCS","CTN","2015011052434","315.675"
"1401000550","AHMAD CARDAMON TEA 100 BAG","PCS","CTN","2015011052458","355.6375"
"1401000551","AHMAD EARL GREY TEA 25 BAG","PCS","CTN","2015011052465","144.9"
"1401000552","AHMAD ENGLISH NO.1 TEA 50 BAG","PCS","CTN","2015011052472","207"
"1401000553","AHMAD ENGLISH NO.1 TEA 100 BAG","PCS","CTN","2015011052489","195.61499999999998"
"1401000554","AHMAD ENGLISH NO.1 TEA 100 BAG.","PCS","CTN","2015011052496","334.65000000000003"
"1401000555","AHMAD PURE GREEN TEA 20 BAG","PCS","CTN","2015011052519","142.3125"
"1401000556","AHMAD MYSTIQUE MINT TEA 20 BAG","PCS","CTN","2015011052502","142.3125"
"1401000575","AHMAD CARDAMON TEA STD11 500G","PCS","OFFER","6290360272740","41.1125"
"1404000056","DAVIDOFF COFFEE FINE 250GR","PCS","CTN","2004000195894","396.75"
"1404000057","DAVIDOFF COFFEE FINE INSTANT 90GM","PCS","CTN","2004000195900","215.03850000000003"
"1404000058","DAVIDOFF COFFEE RICH 250GR","PCS","CTN","2004000195917","396.75"
"1404000059","DAVIDOFF COFFEE RICH INSTANT 90GM","PCS","CTN","2004000195924","215.03850000000003"
"1404000078","MAATOUK PRIVATE BLEND WITH CARDAMOM 250GM","PCS","CTN","2004000245186","715.300115"
"1404000080","NESCAFE COFFEE JAR 200GR","PCS","OFFER","6294003549954","40.537499999999994"
"1404000080","NESCAFE COFFEE JAR 200GR","PCS","OFFER","6294003522391","40.537499999999994"
"1404000080","NESCAFE COFFEE JAR 200GR","PCS","CTN","07891000064023","484.14954000000006"
"1404000082","MAXWELL H. COFFEE 95 GR","PCS","CTN","2004000280729","298.425"
"1404000088","NESCAFE COFFEE JAR 50GR","PCS","OUT","08410100105031","147.20000000000002"
"1404000088","NESCAFE COFFEE JAR 50GR","PCS","CTN","07891000063989","289.8"
"1404000090","NESCAFE COFFEE JAR 100GR","PCS","OUT","08410100105079","261.05"
"1404000090","NESCAFE COFFEE JAR 100GR","PCS","CTN","07891000064047","504.84999999999997"
"1404000091","NESCAFE COFFEE GOLD 100GR","PCS","CTN","2004000280798","358.8"
"1404000091","NESCAFE COFFEE GOLD 100GR","PCS","CTN","761303057901","358.8"
"1404000092","NESCAFE COFFEE GOLD DECAFFENATED 100GR","PCS","CTN","2004000280804","428.95"
"1404000092","NESCAFE COFFEE GOLD DECAFFENATED 100GR","PCS","CTN","7613030057789","428.95"
"1404000093","NESCAFE COFFEE GOLD JAR 200GR","PCS","OFFER","6294003551278","52.900000000000006"
"1404000093","NESCAFE COFFEE GOLD JAR 200GR","PCS","OFFER","6294003533632","52.900000000000006"
"1404000093","NESCAFE COFFEE GOLD JAR 200GR","PCS","OFFER","6294003537555","52.900000000000006"
"1404000093","NESCAFE COFFEE GOLD JAR 200GR","PCS","OFFER","6294003547851","52.900000000000006"
"1404000093","NESCAFE COFFEE GOLD JAR 200GR","PCS","CTN","2004000280811","316.24908"
"1404000093","NESCAFE COFFEE GOLD JAR 200GR","PCS","CTN","7613030057840","316.24908"
"1404000102","DAVIDOFF COFFEE EXPROSO 57 90GM","PCS","CTN","2005000340611","215.03850000000003"
"1404000134","DAVIDOFF ESPRESSO GROUND COFFEE 250GR","PCS","CTN","2008000412548","396.75"
"1404000168","MAXWELL H. S\COFFEE 47.5GR","PCS","CTN","2009000008335","182.85000000000002"
"1404000191","MAATOUK BEST CAFE 450GR","PCS","CTN","2011011026161","580.75"
"1404000192","MAATOUK BEST CAFE WITH CARDAMOM 450GR","PCS","CTN","2011011026178","507.725"
"1404000204","NESCAFE COFFEE 2 IN 1 8.5 GM","PCS","OUT","8850125069930","32.602500000000006"
"1404000205","NESCAFE REDMUG  CAFFEE 200G","OFFER","CTN","7891000085639","434.7"
"1404000206","NESCAFE MU CUP 3IN 1 STRNG 10(24X20)G","PCS","OUT","5941017012806","22.9425"
"1404000211","NESCAFE XXXSAME ITEM 60000653 XXXXXXX","PCS","OUT","6221007025009","23.57408"
"1404000211","NESCAFE XXXSAME ITEM 60000653 XXXXXXX","PCS","OUT","622100702XXXX","23.57408"
"1404000212","NESCAFE CAPPU CARDMOM 18.7G","PCS","OUT","8801055708024","32.602500000000006"
"1405000028","CROWN COFFEE CREAMER 16OZ","PCS","CTN","2004000193784","185.15"
"1405000029","COFFEEMATE COFFEE CREAMER 170GR","PCS","CTN","08850124019974","295.54999999999995"
"1405000030","COFFEEMATE C/CREAMER TETRA 900GR","PCS","CTN","08850124020567","529"
"1405000031","COFFEEMATE C/CREAMER REG.400GR","PCS","CTN","08850124020017","308.20000000000005"
"1405000035","NESTLE NESQUICK CEREAL 375GR","PCS","CTN","2004000241430","235.46249999999998"
"1405000037","NESCAFE MY CUP 3 IN 1 20GR","PCS","OUT2","6294003562083","43.4125"
"1405000037","NESCAFE MY CUP 3 IN 1 20GR","PCS","OUT","6294003562540","56.292500000000004"
"1405000037","NESCAFE MY CUP 3 IN 1 20GR","PCS","CTN","6294003562090","552"
"1405000037","NESCAFE MY CUP 3 IN 1 20GR","PCS","CTN2","6294003562557","671.3125"
"1405000038","NESCAFE MY CUP 3 IN 1 20GR POUCH","PCS","OUT","8850124085917","57.44250000000001"
"1405000038","NESCAFE MY CUP 3 IN 1 20GR POUCH","PCS","CTN","08850124085924","573.85"
"1405000039","COFFEEMATE COFFEE MATE FAT FREE 453GR","PCS","CTN","2006000373838","358.225"
"1405000048","COFFEEMATE LIGHT 450GR","PCS","CTN","0885012408219","478.68749999999994"
"1405000048","COFFEEMATE LIGHT 450GR","PCS","CTN","2008000410896","478.68749999999994"
"1405000049","NESCAFE MY CUP STRONG 30X20GR","PCS","OUT","6294003567477","27.025115"
"1405000049","NESCAFE MY CUP STRONG 30X20GR","PCS","OUT","6294003568207","27.025115"
"1405000049","NESCAFE MY CUP STRONG 30X20GR","PCS","CTN","8850127059052","270.25"
"1405000051","NESCAFE MY CUP 2 IN 1 NO SUGAR 20X11GR","PCS","OUT","8690632037639","18.6875"
"1405000051","NESCAFE MY CUP 2 IN 1 NO SUGAR 20X11GR","PCS","OUT","8690632037943","18.6875"
"1405000051","NESCAFE MY CUP 2 IN 1 NO SUGAR 20X11GR","PCS","OUT","8690632037967","18.6875"
"1405000051","NESCAFE MY CUP 2 IN 1 NO SUGAR 20X11GR","PCS","CTN","08690632037950","227.125"
"1405000051","NESCAFE MY CUP 2 IN 1 NO SUGAR 20X11GR","PCS","CTN","2010198001503","227.125"
"1405000062","NESCAFE R/MUG COFEE JAR 200G","OFFER","CTN","2014011049734","437"
"1405000064","NESCAFE MY CUP 3 IN 1 LATTE 22.5GM","PCS","OUT2","6294003570378","48.24250000000001"
"1405000064","NESCAFE MY CUP 3 IN 1 LATTE 22.5GM","PCS","OUT","3030000000839","57.44250000000001"
"1405000064","NESCAFE MY CUP 3 IN 1 LATTE 22.5GM","PCS","OUT","6294003570729","57.44250000000001"
"1405000064","NESCAFE MY CUP 3 IN 1 LATTE 22.5GM","PCS","OUT","8801055707874","57.44250000000001"
"1405000065","NESCAFE ARABIANA COFFEE 3X17GM","PCS","OUT","8801055707225","43.7"
"1405000066","NESCAFE ARABIANA COFFEE 3GM","PCS","OUT","8801055707249","64.6875"
"1406000005","MAXWELL H. COFFEE F/D 200GR","PCS","CTN","2007000386767","270.25"
"1406000006","MAXWELL H. COFFEE SELECTION (FD) 100 GR","PCS","CTN","2007000386774","276"
"1407000027","AL SULTAN COFFEE BEANS USA 1KG","PCS","1KG","1000140700807","53.13"
"1408000041","ALMARAI EVAPORATED MILK F/F 170ML","PCS","CTN","6281007035194","143.75"
"1408000043","RAINBOW EVAP MILK 410ML","PCS","OUT","6281021526500","19.4925"
"1408000043","RAINBOW EVAP MILK 410ML","PCS","CTN","8716200307864","327.75"
"1408000043","RAINBOW EVAP MILK 410ML","PCS","CTN","8716200674980","327.75"
"1408000043","RAINBOW EVAP MILK 410ML","PCS","CTN","8716200674997","327.75"
"1408000057","CARNATION MILK 170ML","PCS","OUT","7612312411110","31.337500000000002"
"1408000057","CARNATION MILK 170ML","PCS","CTN","07616100696604","249.54999999999998"
"1408000057","CARNATION MILK 170ML","PCS","CTN","4005500194422","249.54999999999998"
"1408000058","LUNA E\MILK 170ML","PCS","OUT2","6281020314337","19.4925"
"1408000058","LUNA E\MILK 170ML","PCS","OUT","06281020051331","155.25"
"1408000072","RAINBOW EVAPORATED MILK 6OZ","PCS","CTN","8716200200790","281.34749999999997"
"1408000072","RAINBOW EVAPORATED MILK 6OZ","PCS","CTN","8716200672597","281.34749999999997"
"1408000073","RAINBOW EVA. CARDAMOM 6OZ","PCS","OUT","6281021509305","25.875"
"1408000073","RAINBOW EVA. CARDAMOM 6OZ","PCS","OUT","6281021526302","25.875"
"1408000073","RAINBOW EVA. CARDAMOM 6OZ","PCS","OUT","8716200150316","25.875"
"1408000073","RAINBOW EVA. CARDAMOM 6OZ","PCS","CTN","8716200632775","207"
"1408000073","RAINBOW EVA. CARDAMOM 6OZ","PCS","CTN","8716200675055","207"
"1408000074","RAINBOW EVAP. LOW COLEST (8X6) 6 OZ.","PCS","OUT","2010000067697","20.125"
"1408000074","RAINBOW EVAP. LOW COLEST (8X6) 6 OZ.","PCS","OUT","6281021509503","20.125"
"1408000074","RAINBOW EVAP. LOW COLEST (8X6) 6 OZ.","PCS","CTN","8716200632782","158.7"
"1408000075","RAINBOW LITE EVAPORATED MILK 170G","PCS","OUT","6281021509404","25.587500000000002"
"1408000075","RAINBOW LITE EVAPORATED MILK 170G","PCS","OUT","6281021526708","25.587500000000002"
"1408000075","RAINBOW LITE EVAPORATED MILK 170G","PCS","OUT","8716200289146","25.587500000000002"
"1408000075","RAINBOW LITE EVAPORATED MILK 170G","PCS","CTN","8716200632799","201.25"
"1408000075","RAINBOW LITE EVAPORATED MILK 170G","PCS","CTN","8716200675031","201.25"
"1408000077","RAINBOW EVAP. MILK PORTION 50X10X15ML 10 PC","PCS","CTN","8716200312400","447.35"
"1408000078","RAINBOW CONDENSED MILK SWEET 397GR","PCS","CTN","2004000181699","537.625"
"1408000078","RAINBOW CONDENSED MILK SWEET 397GR","PCS","CTN","8716200200899","537.625"
"1408000106","ALMARAI EVAPARTED TEA MILK 170ML","PCS","CTN","6281007031509","103.845"
"1408000110","ALOKOZAY EVAPORATED MILK 170GM","PCS","OUT","6291101134907","27.599885"
"1408000110","ALOKOZAY EVAPORATED MILK 170GM","PCS","CTN","6291101134891","112.699655"
"1408000111","ALOKOZAY EVAPORATED MILK 410GM","PCS","CTN","6291101134884","112.98750000000001"
"1409000117","ANCHOR MILK POWDER TIN 2.5KG","PCS","CTN","19415007015724","816.5"
"1409000119","NIDO POUCH 900 GR","PCS","CTN","6290050200251","517.5"
"1409000121","ANCHOR FULL CREAM MILK POWDER SACHET 900GR","PCS","CTN","19415007017131","595.6999999999999"
"1409000141","AL MOROUJ MILK POWDER 900GR","PCS","CTN","2004000246084","356.21250000000003"
"1409000142","AL MOROUJ MILK POWDER BAG 2.25KG","PCS","CTN","2004000170327","398.47499999999997"
"1409000143","AL MUDHISH MILK POWDER FOIL 2.5KG","PCS","CTN","2004001497362","458.85"
"1409000158","JUNAL INSTANT POWDER SAHLAB 500GR","PCS","CTN","2004000270263","155.25"
"1409000166","NIDO MILK POWDER TIN 2.5KG","PCS","OFFER","6290002277317","159.85011500000002"
"1409000166","NIDO MILK POWDER TIN 2.5KG","PCS","OFFER","6294003519858","159.85011500000002"
"1409000166","NIDO MILK POWDER TIN 2.5KG","PCS","OFFER","6294003522230","159.85011500000002"
"1409000166","NIDO MILK POWDER TIN 2.5KG","PCS","OFFER","6294003537258","159.85011500000002"
"1409000166","NIDO MILK POWDER TIN 2.5KG","PCS","CTN","06281101476602","888.375"
"1409000166","NIDO MILK POWDER TIN 2.5KG","PCS","CTN","07616100344185","888.375"
"1409000166","NIDO MILK POWDER TIN 2.5KG","PCS","CTN","7616100344185","888.375"
"1409000171","NIDO MILK POWDER 3 PLUS 400GR","PCS","OUT","2004000149613","379.5"
"1409000171","NIDO MILK POWDER 3 PLUS 400GR","PCS","CTN","09556001013750","759"
"1409000171","NIDO MILK POWDER 3 PLUS 400GR","PCS","CTN","09556001075826","759"
"1409000172","NIDO MILK POWDER 3 PLUS 1.8 KG","PCS","CTN","2004000244646","741.75"
"1409000172","NIDO MILK POWDER 3 PLUS 1.8 KG","PCS","CTN","9556001013828","741.75"
"1409000175","NIDO MILK POWDER ONE PLUS 900GR","PCS","CTN","7616100787340","841.225"
"1409000175","NIDO MILK POWDER ONE PLUS 900GR","PCS","CTN","9556001075734","841.225"
"1409000176","NIDO M/POWDER POUCH 2.5 KG","PCS","OFFER","6294003560522","96.6"
"1409000176","NIDO M/POWDER POUCH 2.5 KG","PCS","CTN","6294003555740","555.45"
"1409000177","NIDO MILK POWDER 900GR","PCS","OFFER","20050003521021","49.449999999999996"
"1409000177","NIDO MILK POWDER 900GR","PCS","CTN","07616100184675","592.1925000000001"
"1409000177","NIDO MILK POWDER 900GR","PCS","CTN","7616100184675","592.1925000000001"
"1409000179","NIDO MILK POWDER ONE PLUS 400GR","PCS","CTN","07616100709304","741.75"
"1409000181","NIDO MILK POWDER 400GR","PCS","CTN","07616100709571","530.1493099999999"
"1409000181","NIDO MILK POWDER 400GR","PCS","CTN","7616100709571","530.1493099999999"
"1409000182","NIDO MILK POWDER 1.8KG","PCS","CTN","07616100801671","459.99953999999997"
"1409000182","NIDO MILK POWDER 1.8KG","PCS","CTN","7616100801671","459.99953999999997"
"1409000183","NIDO MILK POWDER ONE PLUS 1.8KG","PCS","CTN","7616100527212","724.5"
"1409000185","OLDENBURG MILK POWDER 900GR","PCS","CTN","2004000158479","353.19375"
"1409000186","OLDENBURG MILK POWDER 2.5KG","PCS","CTN","2004000158486","469.19953999999996"
"1409000198","AL MUDHISH MILK POWDER FOIL 900GR","PCS","CTN","2005000359651","356.5"
"1409000205","SULTAN COCONUT MILK POWDER 300GR","PCS","CTN","2006000372732","425.500115"
"1409000206","SULTAN COCONUT MILK POWDER IKG","PCS","CTN","2006000372749","507.15000000000003"
"1409000207","RAINBOW MILK POWDER POUCH 2KG","PCS","CTN","8716200370523","485.29999999999995"
"1409000212","A.GARDEN COCONUT MILK 400ML","PCS","CTN","2004000207740","228.5625"
"1409000213","ANCHOR MILK POWDER TIN 400GR","PCS","CTN","19415007015755","317.4"
"1409000215","ANCHOR MILK POWDER TIN 1.8KG","PCS","CTN","19415007015731","562.3499999999999"
"1409000222","RAINBOW MILK POWDER 2.5KG.","PCS","CTN","8716200200998","587.6500000000001"
"1409000223","RAINBOW MILK POWDER 400GR","PCS","CTN","8716200200936","616.4000000000001"
"1409000224","RAINBOW MILK POWDER 900GR","PCS","CTN","8716200200950","606.05"
"1409000225","RAINBOW MILK POWDER 1.8KG","PCS","CTN","8716200200974","480.125"
"1409000232","DANO MILK POWDER 400GR TIN","PCS","CTN","2007000394069","247.248965"
"1409000233","DANO MILK POWDER 2.25KG POUCH","PCS","CTN","2007000394076","431.25"
"1409000234","DANO MILK POWDER POUCH 900GR","PCS","CTN","2007000394267","451.94919500000003"
"1409000235","NATCO COCONUT MILK POWDER 300GR","PCS","CTN","2007000394427","225.97500000000002"
"1409000236","NATCO COCONUT MILK POWDER 150GR","PCS","CTN","2007000394434","276"
"1409000237","DANO MILK POWDER 900GR TIN","PCS","CTN","2007000395219","494.49907999999994"
"1409000238","DANO MILK POWDER 2.5KG TIN","PCS","CTN","2007000395226","491.62500000000006"
"1409000239","ANLLENE MILK POWDER 400GR","PCS","CTN","2007000396742","341.55"
"1409000240","ANLLENE MILK POWDER 900GR","PCS","CTN","2007000396759","676.1999999999999"
"1409000241","ANLLENE MILK PWDR L/F 900GR","PCS","CTN","2007000396766","676.1999999999999"
"1409000242","ANLLENE MILK POWDER LOW FAT 400GR","PCS","CTN","2007000396773","341.55"
"1409000243","REGILAIT MILK POWDER 0% FAT 300GR","PCS","CTN","2007000396858","897"
"1409000245","REGILAIT VITA MILK POWDER 300GR","PCS","CTN","2007000396872","924.5999999999999"
"1409000279","REGILAIT SKIMD MILK NONFAT 500GR SACHET","PCS","CTN","2009000024458","322"
"1409000281","SULTAN COCONUT MILK POWDER 150GR","PCS","CTN","2010198001541","453.9625"
"1409000293","REGILAIT LOW FAT BAG 1KG","PCS","CTN","2011011031257","671.6"
